"id_10" "name_10" "id_06" "name_06" "id_mrb" "name_mrb"
"3139" NA NA NA NA "UKB-b:3132" "Operation code: eye surgery"
"3140" NA NA NA NA "UKB-b:3134" "Contributory (secondary) causes of death: ICD10: I85.9 Oesophageal varices without bleeding"
"3141" NA NA NA NA "UKB-b:3136" "Diagnoses - main ICD10: K29 Gastritis and duodenitis"
"3142" NA NA NA NA "UKB-b:3139" "Operative procedures - main OPCS: B04.1 Excision of lesion of pituitary gland"
"3143" NA NA NA NA "UKB-b:314" "Operative procedures - main OPCS: V48.8 Other specified denervation of spinal facet joint of vertebra"
"3144" NA NA NA NA "UKB-b:3140" "Diagnoses - secondary ICD10: B95.4 Other streptococcus as the cause of diseases classified to other chapters"
"3145" NA NA NA NA "UKB-b:3142" "Operative procedures - main OPCS: Q47.4 Open drainage of cyst of ovary"
"3146" NA NA NA NA "UKB-b:3143" "Intake of artificial sweetener added to cereal"
"3147" NA NA NA NA "UKB-b:3145" "Diagnoses - main ICD10: C44.5 Skin of trunk"
"3148" NA NA NA NA "UKB-b:3146" "Diagnoses - main ICD10: S40.0 Contusion of shoulder and upper arm"
"3149" NA NA NA NA "UKB-b:3148" "Diagnoses - main ICD10: S63.4 Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s)"
"3150" NA NA NA NA "UKB-b:3150" "Diagnoses - main ICD9: 60099 Hyperplasia of prostate (not otherwise specified)"
"3151" NA NA NA NA "UKB-b:3152" "Type of fat/oil used in cooking: Other oil"
"3152" NA NA NA NA "UKB-b:3155" "Diagnoses - secondary ICD10: C25.0 Head of pancreas"
"3153" NA NA NA NA "UKB-b:3156" "Operative procedures - main OPCS: K59.9 Unspecified cardioverter defibrillator introduced through the vein"
"3154" NA NA NA NA "UKB-b:3158" "Operation code: fem-pop bypass/leg artery bypass"
"3155" NA NA NA NA "UKB-b:316" "Treatment/medication code: oil of peppermint"
"3156" NA NA NA NA "UKB-b:3163" "Treatment/medication code: praxilene 100mg capsule"
"3157" NA NA NA NA "UKB-b:3165" "Treatment/medication code: formoterol"
"3158" NA NA NA NA "UKB-b:3167" "Treatment/medication code: dexedrine 5mg tablet"
"3159" NA NA NA NA "UKB-b:3168" "Non-cancer illness code, self-reported: giant cell/temporal arteritis"
"3160" NA NA NA NA "UKB-b:3170" "Diagnoses - secondary ICD10: C79.4 Secondary malignant neoplasm of other and unspecified parts of nervous system"
"3161" NA NA NA NA "UKB-b:3172" "Treatment/medication code: risperidone"
"3162" NA NA NA NA "UKB-b:3174" "Operative procedures - main OPCS: H68.1 Diagnostic endoscopic examination of colonic pouch and biopsy of colonic pouch using colonoscope"
"3163" NA NA NA NA "UKB-b:3175" "Operative procedures - main OPCS: C75.3 Removal of prosthetic replacement for lens"
"3164" NA NA NA NA "UKB-b:3176" "Diagnoses - main ICD10: I45.5 Other specified heart block"
"3165" NA NA NA NA "UKB-b:3177" "Diagnoses - main ICD10: I85.0 Oesophageal varices with bleeding"
"3166" NA NA NA NA "UKB-b:3178" "Type of cancer: ICD10: D04.1 Skin of eyelid, including canthus"
"3167" NA NA NA NA "UKB-b:3179" "Operative procedures - main OPCS: D07.9 Unspecified clearance of external auditory canal"
"3168" NA NA NA NA "UKB-b:318" "Treatment/medication code: etodolac"
"3169" NA NA NA NA "UKB-b:3181" "Operative procedures - main OPCS: E08.4 Division of adhesions of internal nose"
"3170" NA NA NA NA "UKB-b:3183" "Operative procedures - main OPCS: T83.4 Exploration of muscle"
"3171" NA NA NA NA "UKB-b:3187" "Diagnoses - main ICD10: F10.5 Psychotic disorder"
"3172" NA NA NA NA "UKB-b:3189" "Diagnoses - main ICD10: S02.5 Fracture of tooth"
"3173" NA NA NA NA "UKB-b:319" "Types of spread used on bread/crackers: Polyunsaturated margarine on bread/crackers"
"3174" NA NA NA NA "UKB-b:3192" "Treatment/medication code: nystatin+chlorhexidine hydrochloride 100000units/1%/g cream"
"3175" NA NA NA NA "UKB-b:3193" "Bap intake"
"3176" NA NA NA NA "UKB-b:3195" "Diagnoses - main ICD10: A41.5 Septicaemia due to other Gram-negative organisms"
"3177" NA NA NA NA "UKB-b:3197" "Operative procedures - main OPCS: P13.2 Female perineorrhaphy"
"3178" NA NA NA NA "UKB-b:3198" "Type of fat/oil used in cooking: Lard"
"3179" NA NA NA NA "UKB-b:32" "Diagnoses - main ICD9: 73383 Malunion and nonunion of fracture (forearm)"
"3180" NA NA NA NA "UKB-b:3202" "Operative procedures - main OPCS: W12.2 Angulation periarticular osteotomy and internal fixation NEC"
"3181" NA NA NA NA "UKB-b:3204" "Diagnoses - main ICD10: G44.0 Cluster headache syndrome"
"3182" NA NA NA NA "UKB-b:3206" "Treatment/medication code: imigran 50mg tablet"
"3183" NA NA NA NA "UKB-b:3207" "Operative procedures - main OPCS: P29.3 Biopsy of lesion of vagina"
"3184" NA NA NA NA "UKB-b:3208" "Treatment/medication code: salbulin 100micrograms inhaler"
"3185" NA NA NA NA "UKB-b:3209" "Treatment/medication code: acipimox"
"3186" NA NA NA NA "UKB-b:3211" "Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope"
"3187" NA NA NA NA "UKB-b:3212" "Operative procedures - main OPCS: L27.1 Endovascular insertion of stent graft for infrarenal abdominal aortic aneurysm"
"3188" NA NA NA NA "UKB-b:3213" "Diagnoses - secondary ICD10: C32.0 Glottis"
"3189" NA NA NA NA "UKB-b:3215" "Type of cancer: ICD10: C66 Malignant neoplasm of ureter"
"3190" NA NA NA NA "UKB-b:3218" "Treatment/medication code: methylcellulose"
"3191" NA NA NA NA "UKB-b:3220" "Treatment/medication code: vitamin a"
"3192" NA NA NA NA "UKB-b:3223" "Diagnoses - main ICD10: S69.9 Unspecified injury of wrist and hand"
"3193" NA NA NA NA "UKB-b:3225" "Operative procedures - main OPCS: G44.6 Fibreoptic endoscopic pressure controlled balloon dilation of lower oesophageal sphincter"
"3194" NA NA NA NA "UKB-b:3227" "Diagnoses - main ICD10: H25.9 Senile cataract, unspecified"
"3195" NA NA NA NA "UKB-b:3228" "Operative procedures - main OPCS: A70.9 Unspecified neurostimulation of peripheral nerve"
"3196" NA NA NA NA "UKB-b:323" "Illnesses of father: Alzheimer's disease/dementia"
"3197" NA NA NA NA "UKB-b:3230" "Believed safe to perform DXA scan"
"3198" NA NA NA NA "UKB-b:3232" "External causes: W45.8 Other specified place"
"3199" NA NA NA NA "UKB-b:3233" "Diagnoses - main ICD10: S00.1 Contusion of eyelid and periocular area"
"3200" NA NA NA NA "UKB-b:3235" "External causes: W45.6 Industrial and construction area"
"3201" NA NA NA NA "UKB-b:3238" "Operative procedures - main OPCS: X90.3 Neutropenia drugs Band 1"
"3202" NA NA NA NA "UKB-b:3239" "Treatment/medication code: becodisks 100micrograms disks+diskhaler"
"3203" NA NA NA NA "UKB-b:3240" "Diagnoses - main ICD10: N36.9 Urethral disorder, unspecified"
"3204" NA NA NA NA "UKB-b:3242" "Diagnoses - main ICD10: S82.8 Fractures of other parts of lower leg"
"3205" NA NA NA NA "UKB-b:3245" "Diagnoses - main ICD9: 5302 Ulcer of oesophagus"
"3206" NA NA NA NA "UKB-b:3248" "Diagnoses - main ICD10: M25.50 Pain in joint (Multiple sites)"
"3207" NA NA NA NA "UKB-b:3249" "Diagnoses - main ICD10: N83.8 Other noninflammatory disorders of ovary, Fallopian tube and broad ligament"
"3208" NA NA NA NA "UKB-b:3251" "Gestational diabetes only"
"3209" NA NA NA NA "UKB-b:3254" "Operative procedures - main OPCS: U37.2 Computed tomography of kidneys"
"3210" NA NA NA NA "UKB-b:3257" "Operative procedures - main OPCS: M14.9 Unspecified extracorporeal fragmentation of calculus of kidney"
"3211" NA NA NA NA "UKB-b:3262" "External causes: V28.5 Passenger injured in traffic accident"
"3212" NA NA NA NA "UKB-b:3263" "Diagnoses - main ICD10: N42.8 Other specified disorders of prostate"
"3213" NA NA NA NA "UKB-b:3264" "Operative procedures - main OPCS: T34.3 Open drainage of abdominal abscess NEC"
"3214" NA NA NA NA "UKB-b:3265" "Operative procedures - main OPCS: E10.1 Biopsy of lesion of nose NEC"
"3215" NA NA NA NA "UKB-b:3266" "Diagnoses - main ICD10: A49.0 Staphylococcal infection, unspecified"
"3216" NA NA NA NA "UKB-b:3268" "Diagnoses - main ICD10: H43.9 Disorder of vitreous body, unspecified"
"3217" NA NA NA NA "UKB-b:3269" "Treatment/medication code: doxycycline"
"3218" NA NA NA NA "UKB-b:327" "Operative procedures - main OPCS: W09.2 Curettage of lesion of bone and graft HFQ"
"3219" NA NA NA NA "UKB-b:3275" "Operative procedures - main OPCS: M43.4 Endoscopic injection of neurolytic substance into nerve of bladder"
"3220" NA NA NA NA "UKB-b:3277" "Treatment/medication code: migard 2.5mg tablet"
"3221" NA NA NA NA "UKB-b:3278" "Length of menstrual cycle"
"3222" NA NA NA NA "UKB-b:3279" "Treatment/medication code: avloclor 250mg tablet"
"3223" NA NA NA NA "UKB-b:3282" "Operative procedures - main OPCS: U35.4 Computed tomography of pulmonary arteries"
"3224" NA NA NA NA "UKB-b:3285" "Operative procedures - main OPCS: C11.1 Excision of lesion of canthus"
"3225" NA NA NA NA "UKB-b:3286" "External causes: W22.0 Home"
"3226" NA NA NA NA "UKB-b:3289" "Diagnoses - main ICD10: S82.1 Fracture of upper end of tibia"
"3227" NA NA NA NA "UKB-b:329" "Operative procedures - main OPCS: W81.4 Incision of joint NEC"
"3228" NA NA NA NA "UKB-b:3291" "Standard tea intake"
"3229" NA NA NA NA "UKB-b:3292" "Operative procedures - main OPCS: R23.9 Unspecified cephalic vaginal delivery with abnormal presentation of head at delivery without instrument"
"3230" NA NA NA NA "UKB-b:3294" "Type of fat/oil used in cooking: Normal fat soft margarine"
"3231" NA NA NA NA "UKB-b:3295" "Diagnoses - main ICD10: T85.3 Mechanical complication of other ocular prosthetic devices, imnplants and grafts"
"3232" NA NA NA NA "UKB-b:3296" "Operative procedures - main OPCS: H69.3 Diagnostic endoscopic examination of ileoanal pouch and biopsy of ileoanal pouch using fibreoptic sigmoidoscope"
"3233" NA NA NA NA "UKB-b:3299" "Operative procedures - main OPCS: O01.2 Percutaneous transluminal coil embolisation of medium aneurysm of artery"
"3234" NA NA NA NA "UKB-b:33" "Diagnoses - main ICD10: C71.3 Parietal lobe"
"3235" NA NA NA NA "UKB-b:3301" "Diagnoses - main ICD10: L81.4 Other melanin hyperpigmentation"
"3236" NA NA NA NA "UKB-b:3303" "Treatment/medication code: paroven 250mg capsule"
"3237" NA NA NA NA "UKB-b:3306" "Treatment/medication code: erythromycin"
"3238" NA NA NA NA "UKB-b:3307" "Diagnoses - main ICD10: T85.6 Mechanical complication of other specified internal prosthetic devices, implants and grafts"
"3239" NA NA NA NA "UKB-b:3308" "Operative procedures - main OPCS: W83.8 Other specified therapeutic endoscopic operations on other articular cartilage"
"3240" NA NA NA NA "UKB-b:3309" "Diagnoses - main ICD10: Z31.8 Other procreative management"
"3241" NA NA NA NA "UKB-b:331" "Illnesses of adopted siblings: Bowel cancer"
"3242" NA NA NA NA "UKB-b:3310" "Diagnoses - secondary ICD10: D13.1 Stomach"
"3243" NA NA NA NA "UKB-b:3311" "Operative procedures - main OPCS: M73.6 Urethroplasty NEC"
"3244" NA NA NA NA "UKB-b:3312" "Treatment/medication code: mesren mr 400mg m/r tablet"
"3245" NA NA NA NA "UKB-b:3314" "Operative procedures - main OPCS: C19.8 Other specified incision of eyelid"
"3246" NA NA NA NA "UKB-b:3315" "Diagnoses - main ICD10: G93.1 Anoxic brain damage, not elsewhere classified"
"3247" NA NA NA NA "UKB-b:3317" "Diagnoses - main ICD10: M46.18 Sacroiliitis, not elsewhere classified-Sacral/sacrococ"
"3248" NA NA NA NA "UKB-b:3318" "Diagnoses - main ICD10: K13.6 Irritative hyperplasia of oral mucosa"
"3249" NA NA NA NA "UKB-b:3319" "Diagnoses - main ICD10: N83.5 Torsion of ovary, ovarian pedicle and Fallopian tube"
"3250" NA NA NA NA "UKB-b:332" "Operative procedures - main OPCS: N29.2 Attention to prosthesis in penis"
"3251" NA NA NA NA "UKB-b:3320" "Diagnoses - main ICD10: J85.2 Abscess of lung without pneumonia"
"3252" NA NA NA NA "UKB-b:3321" "Operative procedures - main OPCS: U09.2 Ultrasound of pelvis"
"3253" NA NA NA NA "UKB-b:3322" "Diagnoses - main ICD10: Z52.4 Kidney donor"
"3254" NA NA NA NA "UKB-b:3323" "Diagnoses - main ICD10: T42.7 Antiepileptic and sedative-hypnotic drugs, unspecified"
"3255" NA NA NA NA "UKB-b:3324" "Operative procedures - main OPCS: P11.1 Excision of lesion of female perineum"
"3256" NA NA NA NA "UKB-b:3326" "Diagnoses - main ICD10: R86.0 Abnormal level of enzymes"
"3257" NA NA NA NA "UKB-b:3327" "Diagnoses - main ICD9: 72704 Synovitis and tenosynovitis (hand)"
"3258" NA NA NA NA "UKB-b:3328" "Diagnoses - main ICD10: S32.0 Fracture of lumbar vertebra"
"3259" NA NA NA NA "UKB-b:3330" "Diagnoses - main ICD10: E88.1 Lipodystrophy, not elsewhere classified"
"3260" NA NA NA NA "UKB-b:3331" "Treatment/medication code: scheriproct ointment"
"3261" NA NA NA NA "UKB-b:3332" "Treatment/medication code: hc - hydrocortisone"
"3262" NA NA NA NA "UKB-b:3333" "Diagnoses - main ICD10: M48.07 Spinal stenosis (Lumbosacral region)"
"3263" NA NA NA NA "UKB-b:3334" "Diagnoses - main ICD10: M87.85 Other osteonecrosis (Pelvic region and thigh)"
"3264" NA NA NA NA "UKB-b:3335" "Treatment/medication code: clexane 20mg/0.2ml prefilled syringe"
"3265" NA NA NA NA "UKB-b:3336" "Operative procedures - main OPCS: W78.8 Other specified release of contracture of joint"
"3266" NA NA NA NA "UKB-b:3337" "Treatment/medication code: nasonex 0.05% aqueous nasal spray"
"3267" NA NA NA NA "UKB-b:334" "Diagnoses - main ICD10: C18.6 Descending colon"
"3268" NA NA NA NA "UKB-b:3341" "Diagnoses - main ICD10: K74.6 Other and unspecified cirrhosis of liver"
"3269" NA NA NA NA "UKB-b:3342" "Operative procedures - main OPCS: E02.9 Unspecified plastic operations on nose"
"3270" NA NA NA NA "UKB-b:3343" "Operative procedures - main OPCS: W19.6 Primary open reduction of fragment of bone and fixation using wire system"
"3271" NA NA NA NA "UKB-b:3346" "Diagnoses - main ICD10: M77.0 Medial epicondylitis"
"3272" NA NA NA NA "UKB-b:3349" "Treatment/medication code: numark hayfever and allergy relief 10mg tablet"
"3273" NA NA NA NA "UKB-b:335" "Femur wards BMD (bone mineral density) (left)"
"3274" NA NA NA NA "UKB-b:3350" "Diagnoses - main ICD9: 2429 Thyrotoxicosis without mention of goitre or other cause"
"3275" NA NA NA NA "UKB-b:3352" "Non-cancer illness code, self-reported: cellulitis"
"3276" NA NA NA NA "UKB-b:3353" "Diagnoses - secondary ICD10: C77.1 Intrathoracic lymph nodes"
"3277" NA NA NA NA "UKB-b:3355" "Diagnoses - main ICD10: D50.9 Iron deficiency anaemia, unspecified"
"3278" NA NA NA NA "UKB-b:3356" "Operative procedures - main OPCS: E50.8 Other specified therapeutic endoscopic operations on lower respiratory tract using rigid bronchoscope"
"3279" NA NA NA NA "UKB-b:3357" "Birth weight of first child"
"3280" NA NA NA NA "UKB-b:3358" "Operative procedures - main OPCS: C71.9 Unspecified extracapsular extraction of lens"
"3281" NA NA NA NA "UKB-b:3361" "Operative procedures - main OPCS: J39.1 Endoscopic sphincterotomy of accessory ampulla of Vater"
"3282" NA NA NA NA "UKB-b:3363" "Diagnoses - main ICD10: H16.9 Keratitis, unspecified"
"3283" NA NA NA NA "UKB-b:3365" "Operative procedures - main OPCS: L31.8 Other specified transluminal operations on carotid artery"
"3284" NA NA NA NA "UKB-b:3366" "Non-cancer illness code, self-reported: connective tissue disorder"
"3285" NA NA NA NA "UKB-b:3367" "Number of adopted brothers"
"3286" NA NA NA NA "UKB-b:3368" "Type of cancer: ICD10: D45 Polycythaemia vera"
"3287" NA NA NA NA "UKB-b:3369" "Diagnoses - main ICD9: 3823 Unspecified chronic suppurative otitis media"
"3288" NA NA NA NA "UKB-b:337" "Pure fruit/vegetable juice intake"
"3289" NA NA NA NA "UKB-b:3370" "Operation code: breast cyst/abscess removal"
"3290" NA NA NA NA "UKB-b:3371" "Operative procedures - main OPCS: M52.3 Colposuspension of neck of bladder"
"3291" NA NA NA NA "UKB-b:3372" "Type of cancer: ICD10: C84.4 Peripheral T-cell lymphoma"
"3292" NA NA NA NA "UKB-b:3374" "Diagnoses - secondary ICD10: C67.4 Posterior wall of bladder"
"3293" NA NA NA NA "UKB-b:3375" "Diagnoses - main ICD10: H90.0 Conductive hearing loss, bilateral"
"3294" NA NA NA NA "UKB-b:3376" "Number of measurements made"
"3295" NA NA NA NA "UKB-b:3379" "Diagnoses - main ICD10: R54 Senility"
"3296" NA NA NA NA "UKB-b:3380" "Treatment/medication code: pravastatin"
"3297" NA NA NA NA "UKB-b:3381" "Type of bread roll eaten: white"
"3298" NA NA NA NA "UKB-b:3382" "Operative procedures - main OPCS: T86.2 Sampling of axillary lymph nodes"
"3299" NA NA NA NA "UKB-b:3383" "Vegetarian sausages/burgers intake"
"3300" NA NA NA NA "UKB-b:3384" "Diagnoses - main ICD10: D36.1 Peripheral nerves and autonomic nervous system"
"3301" NA NA NA NA "UKB-b:3385" "Diagnoses - main ICD10: S82.3 Fracture of lower end of tibia"
"3302" NA NA NA NA "UKB-b:3387" "External causes: Y60.0 During surgical operation"
"3303" NA NA NA NA "UKB-b:3388" "Operation code: ear surgery"
"3304" NA NA NA NA "UKB-b:339" "Ingredients in homemade soup: Fish"
"3305" NA NA NA NA "UKB-b:3390" "Operative procedures - main OPCS: L70.3 Ligation of artery NEC"
"3306" NA NA NA NA "UKB-b:3391" "Operative procedures - main OPCS: Q11.6 Vacuum aspiration of products of conception from uterus using flexible cannula"
"3307" NA NA NA NA "UKB-b:3395" "Operative procedures - main OPCS: P05.8 Other specified excision of vulva"
"3308" NA NA NA NA "UKB-b:3396" "Operative procedures - main OPCS: V17.4 Removal of fixation from mandible"
"3309" NA NA NA NA "UKB-b:3397" "Total lean mass"
"3310" NA NA NA NA "UKB-b:34" "Diagnoses - main ICD10: N50.1 Vascular disorders of male genital organs"
"3311" NA NA NA NA "UKB-b:340" "Operative procedures - main OPCS: G29.2 Open excision of lesion of stomach NEC"
"3312" NA NA NA NA "UKB-b:3400" "Diagnoses - main ICD10: O35.1 Maternal care for (suspected) chromosomal abnormality in foetus"
"3313" NA NA NA NA "UKB-b:3401" "Operative procedures - main OPCS: V07.2 Partial excision of bone of face NEC"
"3314" NA NA NA NA "UKB-b:3406" "Operative procedures - main OPCS: A08.1 Biopsy of lesion of tissue of frontal lobe of brain NEC"
"3315" NA NA NA NA "UKB-b:3407" "Treatment/medication code: cetraben cream"
"3316" NA NA NA NA "UKB-b:3409" "Diagnoses - main ICD10: F32.1 Moderate depressive episode"
"3317" NA NA NA NA "UKB-b:3410" "Diagnoses - main ICD10: D03.3 Melanoma in situ of other and unspecified parts of face"
"3318" NA NA NA NA "UKB-b:3411" "Diagnoses - main ICD10: S63.0 Dislocation of wrist"
"3319" NA NA NA NA "UKB-b:3413" "Operation code: mitral valve repair/replacement"
"3320" NA NA NA NA "UKB-b:3415" "Operative procedures - main OPCS: U19.1 Implantation of electrocardiography loop recorder"
"3321" NA NA NA NA "UKB-b:3417" "Treatment/medication code: mirena 20mcg/24hrs intrauterine system"
"3322" NA NA NA NA "UKB-b:3418" "Diagnoses - main ICD10: E27.9 Disorder of adrenal gland, unspecified"
"3323" NA NA NA NA "UKB-b:342" "Operative procedures - main OPCS: V20.2 Prosthetic replacement of temporomandibular joint NEC"
"3324" NA NA NA NA "UKB-b:3420" "Diastolic brachial blood pressure during PWA"
"3325" NA NA NA NA "UKB-b:3421" "Diagnoses - main ICD10: S02.9 Fracture of skull and facial bones, part unspecified"
"3326" NA NA NA NA "UKB-b:3422" "Operation code: spine or back surgery"
"3327" NA NA NA NA "UKB-b:3423" "External causes: Y54.4 Loop [high-ceiling] diuretics"
"3328" NA NA NA NA "UKB-b:3425" "Diagnoses - main ICD10: C71.9 Brain, unspecified"
"3329" NA NA NA NA "UKB-b:3426" "Diagnoses - main ICD10: C81.0 Lymphocytic predominance"
"3330" NA NA NA NA "UKB-b:3427" "Diagnoses - main ICD10: O36.8 Maternal care for other specified foetal problems"
"3331" NA NA NA NA "UKB-b:3429" "Treatment/medication code: aranesp 10micrograms/0.4ml prefilled syringe"
"3332" NA NA NA NA "UKB-b:343" "Operative procedures - main OPCS: M51.1 Abdominoperineal suspension of urethra"
"3333" NA NA NA NA "UKB-b:3430" "Diagnoses - main ICD9: 78039 Convulsions (other and unspecified)"
"3334" NA NA NA NA "UKB-b:3431" "Diagnoses - main ICD10: D26.0 Cervix uteri"
"3335" NA NA NA NA "UKB-b:3433" "Cake intake"
"3336" NA NA NA NA "UKB-b:3434" "Operation code: colostomy reversal"
"3337" NA NA NA NA "UKB-b:3435" "Operative procedures - main OPCS: T12.1 Drainage of lesion of pleura NEC"
"3338" NA NA NA NA "UKB-b:3439" "Operative procedures - main OPCS: V15.2 Open reduction of fracture of mandible NEC"
"3339" NA NA NA NA "UKB-b:344" "Treatment/medication code: prednesol 5mg tablet"
"3340" NA NA NA NA "UKB-b:3440" "Operative procedures - main OPCS: L29.5 Endarterectomy of carotid artery NEC"
"3341" NA NA NA NA "UKB-b:3441" "Treatment/medication code: docusate sodium"
"3342" NA NA NA NA "UKB-b:3442" "Diagnoses - main ICD10: E06.1 Subacute thyroiditis"
"3343" NA NA NA NA "UKB-b:3443" "External causes: Y57.9 Drug or medicament, unspecified"
"3344" NA NA NA NA "UKB-b:3446" "Diagnoses - main ICD9: 7240 Spinal stenosis, other than cervical"
"3345" NA NA NA NA "UKB-b:3447" "Operative procedures - main OPCS: S13.8 Other specified punch biopsy of skin"
"3346" NA NA NA NA "UKB-b:3448" "Diagnoses - main ICD10: I06.0 Rheumatic aortic stenosis"
"3347" NA NA NA NA "UKB-b:3449" "Diagnoses - main ICD9: 8160 Fracture of one or more phalanges of hand, closed"
"3348" NA NA NA NA "UKB-b:3451" "Operative procedures - main OPCS: Q11.9 Unspecified other evacuation of contents of uterus"
"3349" NA NA NA NA "UKB-b:3452" "Diagnoses - main ICD10: I25.8 Other forms of chronic ischaemic heart disease"
"3350" NA NA NA NA "UKB-b:3453" "Operative procedures - main OPCS: V01.1 Cranioplasty using prosthesis"
"3351" NA NA NA NA "UKB-b:3455" "Treatment/medication code: levonorgestrel product"
"3352" NA NA NA NA "UKB-b:3457" "Operative procedures - main OPCS: C75.2 Revision of prosthetic replacement for lens"
"3353" NA NA NA NA "UKB-b:3459" "Treatment/medication code: asasantin retard m/r capsule"
"3354" NA NA NA NA "UKB-b:346" "Medication for pain relief, constipation, heartburn (pilot): Aspirin"
"3355" NA NA NA NA "UKB-b:3460" "Alcohol intake versus 10 years previously"
"3356" NA NA NA NA "UKB-b:3461" "Treatment/medication code: xyzal 5mg tablet"
"3357" NA NA NA NA "UKB-b:3462" "Diagnoses - main ICD10: N76.2 Acute vulvitis"
"3358" NA NA NA NA "UKB-b:3464" "Operative procedures - main OPCS: F13.1 Full restoration of crown of tooth"
"3359" NA NA NA NA "UKB-b:3465" "Diagnoses - main ICD10: S42.0 Fracture of clavicle"
"3360" NA NA NA NA "UKB-b:3467" "Non-cancer illness code, self-reported: bronchitis"
"3361" NA NA NA NA "UKB-b:3468" "Treatment/medication code: stemetil 5mg tablet"
"3362" NA NA NA NA "UKB-b:3469" "Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified"
"3363" NA NA NA NA "UKB-b:347" "Diagnoses - main ICD9: 9591 Other and unspecified injury of trunk"
"3364" NA NA NA NA "UKB-b:3470" "Diagnoses - main ICD10: S53.3 Traumatic rupture of ulnar collateral ligament"
"3365" NA NA NA NA "UKB-b:3471" "Diagnoses - main ICD10: D03.5 Melanoma in situ of trunk"
"3366" NA NA NA NA "UKB-b:3473" "Treatment/medication code: tetracycline"
"3367" NA NA NA NA "UKB-b:3476" "Illnesses of adopted mother: None of the above (group 1)"
"3368" NA NA NA NA "UKB-b:3477" "Treatment/medication code: migramax sachet powder"
"3369" NA NA NA NA "UKB-b:3478" "Operative procedures - main OPCS: F38.4 Destruction of lesion of mouth NEC"
"3370" NA NA NA NA "UKB-b:3479" "Operative procedures - main OPCS: T94.1 Excision of branchial cyst"
"3371" NA NA NA NA "UKB-b:3482" "Treatment/medication code: oxycontin 20mg m/r tablet"
"3372" NA NA NA NA "UKB-b:3485" "Diagnoses - main ICD9: 3829 Unspecified otitis media"
"3373" NA NA NA NA "UKB-b:3486" "Diagnoses - main ICD10: M20.3 Other deformity of hallux (acquired)"
"3374" NA NA NA NA "UKB-b:3488" "Diagnoses - main ICD10: T85.9 Unspecified complication of internal prosthetic device, implant and graft"
"3375" NA NA NA NA "UKB-b:3490" "Types of spread used on bread/crackers: Very low fat dairy spread on bread/crackers"
"3376" NA NA NA NA "UKB-b:3492" "External causes: Y42.2 Antithyroid drugs"
"3377" NA NA NA NA "UKB-b:3493" "Diagnoses - main ICD10: K50.8 Other Crohn's disease"
"3378" NA NA NA NA "UKB-b:3496" "Type of fat/oil used in cooking: Hard margarine"
"3379" NA NA NA NA "UKB-b:3497" "External causes: X84.9 Unspecified place"
"3380" NA NA NA NA "UKB-b:3498" "Operation code: discectomy"
"3381" NA NA NA NA "UKB-b:3499" "Fractured heel (right)"
"3382" NA NA NA NA "UKB-b:35" "Diagnoses - secondary ICD10: B99 Other and unspecified infectious diseases"
"3383" NA NA NA NA "UKB-b:350" "Operative procedures - main OPCS: C46.1 Refractive keratoplasty"
"3384" NA NA NA NA "UKB-b:3502" "Frequency of other exercises in last 4 weeks"
"3385" NA NA NA NA "UKB-b:3503" "Treatment/medication code: Free-text entry, unable to be coded"
"3386" NA NA NA NA "UKB-b:3504" "External causes: V49.9 Car occupant [any] injured in unspecified traffic accident"
"3387" NA NA NA NA "UKB-b:3506" "Operative procedures - main OPCS: S52.5 Insertion of hormone into subcutaneous tissue"
"3388" NA NA NA NA "UKB-b:3507" "Diagnoses - secondary ICD10: D48.0 Bone and articular cartilage"
"3389" NA NA NA NA "UKB-b:3508" "Operative procedures - main OPCS: H01.1 Emergency excision of abnormal appendix and drainage HFQ"
"3390" NA NA NA NA "UKB-b:351" "Diagnoses - main ICD10: E10.5 With peripheral circulatory complications"
"3391" NA NA NA NA "UKB-b:3510" "Operative procedures - main OPCS: G52.2 Suture of ulcer of duodenum NEC"
"3392" NA NA NA NA "UKB-b:3511" "Diagnoses - main ICD10: I21.2 Acute transmural myocardial infarction of other sites"
"3393" NA NA NA NA "UKB-b:3513" "Diagnoses - main ICD10: C67.3 Anterior wall of bladder"
"3394" NA NA NA NA "UKB-b:3514" "Diagnoses - main ICD10: C77.4 Inguinal and lower limb lymph nodes"
"3395" NA NA NA NA "UKB-b:3515" "Operative procedures - main OPCS: S51.1 Injection of sclerosing substance into subcutaneous tissue"
"3396" NA NA NA NA "UKB-b:3516" "Type of cancer: ICD10: C06.2 Retromolar area"
"3397" NA NA NA NA "UKB-b:3517" "Type of cancer: ICD10: C74.0 Cortex of adrenal gland"
"3398" NA NA NA NA "UKB-b:352" "Total errors traversing alphanumeric path (trail #2)"
"3399" NA NA NA NA "UKB-b:3521" "Operative procedures - main OPCS: T34.8 Other specified open drainage of peritoneum"
"3400" NA NA NA NA "UKB-b:3522" "Diagnoses - main ICD10: S32.80 Fracture of other and unspecified parts of lumbar spine and pelvis (closed)"
"3401" NA NA NA NA "UKB-b:3524" "External causes: V49.4 Driver injured in collision with other and unspecified motor vehicles in traffic accident"
